transaction_id,account_id,transaction_type_cd,transaction_date,transaction_ts,amount,running_balance,merchant_name,merchant_category,channel_code,reference_num,status_code,created_ts
13315,245,FEE,2026-03-20,2026-03-20 05:08:41,-41.69,14280.91,,,WEB,REF00013314,P,2026-06-29 19:55:26.116757
13307,245,PMT,2026-04-01,2026-04-01 09:29:02,23.06,14303.97,,,POS,REF00013306,P,2026-06-29 19:55:26.116757
13325,245,PUR,2026-04-03,2026-04-03 02:10:21,-131.88,14172.09,Perez-Richardson,HEALTHCARE,WEB,REF00013324,H,2026-06-29 19:55:26.116757
13294,245,DEP,2026-04-07,2026-04-07 12:37:47,176.96,14349.05,,,MOB,REF00013293,P,2026-06-29 19:55:26.116757
13308,245,WDR,2026-04-12,2026-04-12 08:03:12,-47.28,14301.77,Rodriguez-Allen,INSURANCE,POS,REF00013307,P,2026-06-29 19:55:26.116757
13275,245,PMT,2026-04-14,2026-04-14 09:02:29,65.72,14367.49,,,WEB,REF00013274,H,2026-06-29 19:55:26.116757
13321,245,PMT,2026-04-18,2026-04-18 03:31:41,217.47,14584.96,,,POS,REF00013320,P,2026-06-29 19:55:26.116757
13295,245,PUR,2026-04-21,2026-04-21 08:44:58,-246.69,14338.27,Mooney-Clark,RETAIL,WEB,REF00013294,P,2026-06-29 19:55:26.116757
13297,245,PMT,2026-04-26,2026-04-26 07:48:17,211.39,14549.66,,,POS,REF00013296,P,2026-06-29 19:55:26.116757
13261,245,PUR,2026-04-26,2026-04-26 20:14:33,-64.63,14485.03,"Reid, Thomas and Gill",GAS_STATION,INTL,REF00013260,R,2026-06-29 19:55:26.116757
13311,245,XFR,2026-04-26,2026-04-26 23:27:00,107.26,14592.29,,,ATM,REF00013310,P,2026-06-29 19:55:26.116757
13317,245,FEE,2026-05-05,2026-05-05 12:59:25,-40.46,14551.83,,,ATM,REF00013316,P,2026-06-29 19:55:26.116757
13296,245,PUR,2026-05-05,2026-05-05 18:52:03,-7792.12,6759.71,"Barber, Oneal and Owens",RETAIL,WEB,REF00013295,P,2026-06-29 19:55:26.116757
13284,245,WDR,2026-05-10,2026-05-10 18:14:01,-96.11,6663.6,Greene LLC,RESTAURANT,ATM,REF00013283,P,2026-06-29 19:55:26.116757
13281,245,WDR,2026-05-13,2026-05-13 21:28:38,-53.38,6610.22,Young and Sons,RESTAURANT,ATM,REF00013280,P,2026-06-29 19:55:26.116757
13273,245,PMT,2026-05-18,2026-05-18 18:07:44,149.61,6759.83,,,MOB,REF00013272,P,2026-06-29 19:55:26.116757
13293,245,XFR,2026-05-20,2026-05-20 08:06:32,194.97,6954.8,,,WEB,REF00013292,P,2026-06-29 19:55:26.116757
13280,245,ATM,2026-05-21,2026-05-21 23:56:51,-113.37,6841.43,,,POS,REF00013279,P,2026-06-29 19:55:26.116757
13276,245,FEE,2026-05-26,2026-05-26 00:07:53,-21.78,6819.65,,,WEB,REF00013275,P,2026-06-29 19:55:26.116757
13326,245,DEP,2026-05-30,2026-05-30 16:03:35,232.82,7052.47,,,WEB,REF00013325,P,2026-06-29 19:55:26.116757
13302,245,PMT,2026-06-01,2026-06-01 07:41:41,141.78,7194.25,,,POS,REF00013301,P,2026-06-29 19:55:26.116757
13309,245,WDR,2026-06-13,2026-06-13 06:10:13,-82.77,7111.48,"Watson, West and Cook",HEALTHCARE,POS,REF00013308,P,2026-06-29 19:55:26.116757
13305,245,PMT,2026-06-15,2026-06-15 06:26:51,160.22,7271.7,,,WEB,REF00013304,P,2026-06-29 19:55:26.116757
13319,245,FEE,2026-06-16,2026-06-16 11:28:09,-20.74,7250.96,,,POS,REF00013318,P,2026-06-29 19:55:26.116757
13266,245,ATM,2026-06-19,2026-06-19 10:55:13,-86.01,7164.95,"Watson, West and Cook",HEALTHCARE,WEB,REF00013265,P,2026-06-29 19:55:26.116757
13260,245,PMT,2026-06-26,2026-06-26 07:37:46,118.29,7283.24,,,WEB,REF00013259,P,2026-06-29 19:55:26.116757
13340,246,FEE,2025-05-10,2025-05-10 17:19:50,-24.31,1576.79,,,MOB,REF00013339,P,2026-06-29 19:55:26.116757
13336,246,PMT,2025-05-26,2025-05-26 07:31:49,91.28,1668.07,,,WEB,REF00013335,P,2026-06-29 19:55:26.116757
13333,246,WDR,2025-06-05,2025-06-05 23:16:00,-45.61,1622.46,Gallagher-Johnson,TRAVEL,MOB,REF00013332,P,2026-06-29 19:55:26.116757
13328,246,DEP,2025-06-21,2025-06-21 06:40:39,134.81,1757.27,,,POS,REF00013327,P,2026-06-29 19:55:26.116757
13332,246,PMT,2025-06-22,2025-06-22 11:00:44,65.99,1823.26,,,POS,REF00013331,P,2026-06-29 19:55:26.116757
13335,246,WDR,2025-07-09,2025-07-09 04:38:38,-10846.35,-9023.09,Reeves and Sons,GAS_STATION,WEB,REF00013334,P,2026-06-29 19:55:26.116757
13350,246,PMT,2025-07-15,2025-07-15 02:16:56,206.36,-8816.73,,,ACH,REF00013349,P,2026-06-29 19:55:26.116757
13334,246,DEP,2025-08-05,2025-08-05 03:08:38,129.28,-8687.45,,,POS,REF00013333,P,2026-06-29 19:55:26.116757
13345,246,PMT,2025-08-22,2025-08-22 15:32:56,80.19,-8607.26,,,POS,REF00013344,P,2026-06-29 19:55:26.116757
13353,246,PUR,2025-08-31,2025-08-31 22:18:12,-139.91,-8747.17,"Newman, George and Patrick",INSURANCE,WIRE,REF00013352,P,2026-06-29 19:55:26.116757
13331,246,INT,2025-09-14,2025-09-14 12:30:43,66.15,-8681.02,,,POS,REF00013330,P,2026-06-29 19:55:26.116757
13341,246,WDR,2025-09-19,2025-09-19 11:36:51,-383.7,-9064.72,,,ACH,REF00013340,P,2026-06-29 19:55:26.116757
13349,246,PMT,2025-10-15,2025-10-15 05:43:47,80.07,-8984.65,,,ACH,REF00013348,P,2026-06-29 19:55:26.116757
13342,246,DEP,2025-11-05,2025-11-05 10:58:23,37.6,-8947.05,,,ATM,REF00013341,P,2026-06-29 19:55:26.116757
13337,246,PUR,2025-11-15,2025-11-15 10:42:27,-115.23,-9062.28,"Obrien, Williams and Mcgrath",INSURANCE,ATM,REF00013336,P,2026-06-29 19:55:26.116757
13344,246,XFR,2025-11-28,2025-11-28 21:31:23,206.46,-8855.82,,,WEB,REF00013343,P,2026-06-29 19:55:26.116757
13343,246,ODF,2025-12-25,2025-12-25 17:17:21,-14.34,-8870.16,,,MOB,REF00013342,P,2026-06-29 19:55:26.116757
13348,246,PUR,2025-12-26,2025-12-26 05:49:45,-88.65,-8958.81,"Taylor, Leon and Sanders",HEALTHCARE,MOB,REF00013347,P,2026-06-29 19:55:26.116757
13352,246,PMT,2026-01-03,2026-01-03 05:47:32,83.12,-8875.69,,,MOB,REF00013351,P,2026-06-29 19:55:26.116757
13327,246,FEE,2026-02-03,2026-02-03 07:08:21,-29.3,-8904.99,,,WEB,REF00013326,P,2026-06-29 19:55:26.116757
13330,246,ACH,2026-02-06,2026-02-06 06:55:12,-119.66,-9024.65,,,WEB,REF00013329,P,2026-06-29 19:55:26.116757
13346,246,PUR,2026-02-22,2026-02-22 17:45:55,-39.69,-9064.34,,,POS,REF00013345,P,2026-06-29 19:55:26.116757
13354,246,PUR,2026-03-20,2026-03-20 15:15:26,-134.58,-9198.92,Mcclain and Sons,RESTAURANT,WEB,REF00013353,P,2026-06-29 19:55:26.116757
13338,246,WDR,2026-03-23,2026-03-23 21:38:22,-273.02,-9471.94,"Monroe, Sullivan and King",RETAIL,POS,REF00013337,P,2026-06-29 19:55:26.116757
13351,246,ODF,2026-05-19,2026-05-19 15:37:40,-17.42,-9489.36,,,POS,REF00013350,P,2026-06-29 19:55:26.116757
13347,246,WDR,2026-06-06,2026-06-06 17:10:47,-70.14,-9559.5,Sanchez Inc,RESTAURANT,WEB,REF00013346,P,2026-06-29 19:55:26.116757
13339,246,WDR,2026-06-19,2026-06-19 08:16:59,-200.28,-9759.78,Graham Ltd,RESTAURANT,MOB,REF00013338,P,2026-06-29 19:55:26.116757
13329,246,PMT,2026-06-20,2026-06-20 09:07:29,50.7,-9709.08,,,WEB,REF00013328,P,2026-06-29 19:55:26.116757
13360,247,DEP,2025-05-01,2025-05-01 12:07:32,153.3,12035.75,,,POS,REF00013359,P,2026-06-29 19:55:26.116757
13369,247,ACH,2025-05-03,2025-05-03 19:59:43,-55.48,11980.27,Davis Ltd,GAMBLING,MOB,REF00013368,P,2026-06-29 19:55:26.116757
13382,247,ACH,2025-05-06,2025-05-06 11:49:36,-274.55,11705.72,Foster-Williams,GAS_STATION,ATM,REF00013381,P,2026-06-29 19:55:26.116757
13375,247,DEP,2025-05-15,2025-05-15 16:54:46,172.92,11878.64,,,POS,REF00013374,P,2026-06-29 19:55:26.116757
13386,247,DEP,2025-05-18,2025-05-18 23:47:25,55.27,11933.91,,,ATM,REF00013385,H,2026-06-29 19:55:26.116757
13373,247,PMT,2025-06-06,2025-06-06 12:25:36,246.44,12180.35,,,MOB,REF00013372,P,2026-06-29 19:55:26.116757
13357,247,FEE,2025-06-07,2025-06-07 23:29:45,-32.67,12147.68,,,WEB,REF00013356,P,2026-06-29 19:55:26.116757
13383,247,FEE,2025-06-11,2025-06-11 09:15:46,-13.77,12133.91,,,POS,REF00013382,R,2026-06-29 19:55:26.116757
13380,247,PUR,2025-06-18,2025-06-18 02:54:10,-56.24,12077.67,Ortiz and Sons,TRAVEL,POS,REF00013379,P,2026-06-29 19:55:26.116757
13362,247,PUR,2025-07-03,2025-07-03 04:09:05,-177.7,11899.97,Weeks-Martin,UTILITIES,WEB,REF00013361,P,2026-06-29 19:55:26.116757
13370,247,FEE,2025-07-25,2025-07-25 19:35:46,-42.7,11857.27,,,INTL,REF00013369,P,2026-06-29 19:55:26.116757
13363,247,DEP,2025-08-08,2025-08-08 00:21:39,95.01,11952.28,,,WEB,REF00013362,P,2026-06-29 19:55:26.116757
13389,247,PMT,2025-08-08,2025-08-08 11:32:45,127.27,12079.55,,,ATM,REF00013388,P,2026-06-29 19:55:26.116757
13381,247,ODF,2025-08-18,2025-08-18 20:44:16,-30.21,12049.34,,,ATM,REF00013380,P,2026-06-29 19:55:26.116757
13358,247,ODF,2025-08-30,2025-08-30 18:15:19,-22.24,12027.1,,,INTL,REF00013357,P,2026-06-29 19:55:26.116757
13388,247,DEP,2025-09-01,2025-09-01 21:32:39,185.87,12212.97,,,ACH,REF00013387,P,2026-06-29 19:55:26.116757
13356,247,PMT,2025-09-04,2025-09-04 12:26:38,105.19,12318.16,,,ACH,REF00013355,H,2026-06-29 19:55:26.116757
13390,247,PUR,2025-09-12,2025-09-12 16:41:32,-186.38,12131.78,"Christensen, Johnson and Hubbard",GROCERY,ATM,REF00013389,P,2026-06-29 19:55:26.116757
13379,247,PMT,2025-09-27,2025-09-27 21:15:21,149.89,12281.67,,,POS,REF00013378,P,2026-06-29 19:55:26.116757
13368,247,PMT,2025-10-11,2025-10-11 09:11:19,13.65,12295.32,,,POS,REF00013367,P,2026-06-29 19:55:26.116757
13384,247,FEE,2025-10-25,2025-10-25 07:09:05,-38.45,12256.87,,,POS,REF00013383,P,2026-06-29 19:55:26.116757
13359,247,PMT,2025-11-16,2025-11-16 23:05:25,177.9,12434.77,,,WEB,REF00013358,P,2026-06-29 19:55:26.116757
13365,247,PUR,2025-11-24,2025-11-24 00:15:24,-119.32,12315.45,Fitzpatrick Group,HEALTHCARE,ATM,REF00013364,P,2026-06-29 19:55:26.116757
13355,247,PMT,2025-12-03,2025-12-03 01:32:54,123.16,12438.61,,,WEB,REF00013354,P,2026-06-29 19:55:26.116757
13378,247,FEE,2025-12-13,2025-12-13 17:15:28,-44.11,12394.5,,,ATM,REF00013377,P,2026-06-29 19:55:26.116757
13372,247,DEP,2025-12-15,2025-12-15 23:03:08,133.83,12528.33,,,POS,REF00013371,P,2026-06-29 19:55:26.116757
13361,247,ATM,2026-01-18,2026-01-18 06:22:22,-59.98,12468.35,Acosta-Buchanan,GAS_STATION,POS,REF00013360,P,2026-06-29 19:55:26.116757
13367,247,ACH,2026-01-19,2026-01-19 20:19:55,-299.27,12169.08,"Chandler, Knight and Jones",GROCERY,INTL,REF00013366,P,2026-06-29 19:55:26.116757
13364,247,DEP,2026-02-23,2026-02-23 07:36:42,175.74,12344.82,,,MOB,REF00013363,P,2026-06-29 19:55:26.116757
13377,247,WDR,2026-02-28,2026-02-28 19:12:23,-75.53,12269.29,Thomas-Jones,INSURANCE,MOB,REF00013376,P,2026-06-29 19:55:26.116757
13385,247,PMT,2026-02-28,2026-02-28 22:09:00,134.93,12404.22,,,MOB,REF00013384,P,2026-06-29 19:55:26.116757
13376,247,PUR,2026-04-05,2026-04-05 12:41:51,-83.3,12320.92,,,WEB,REF00013375,P,2026-06-29 19:55:26.116757
13371,247,PMT,2026-04-29,2026-04-29 15:37:55,175.77,12496.69,,,MOB,REF00013370,P,2026-06-29 19:55:26.116757
13387,247,DEP,2026-05-31,2026-05-31 14:16:16,169.97,12666.66,,,POS,REF00013386,P,2026-06-29 19:55:26.116757
13374,247,ACH,2026-06-04,2026-06-04 17:00:59,-228.73,12437.93,Clarke-Warren,ENTERTAINMENT,ATM,REF00013373,P,2026-06-29 19:55:26.116757
13366,247,PMT,2026-06-17,2026-06-17 23:58:19,117.56,12555.49,,,WEB,REF00013365,P,2026-06-29 19:55:26.116757
13427,248,ATM,2025-05-01,2025-05-01 08:35:07,-76.53,7818.3,"Jones, Wiggins and Oliver",RETAIL,POS,REF00013426,P,2026-06-29 19:55:26.116757
13406,248,PMT,2025-05-02,2025-05-02 07:58:21,142.43,7960.73,,,ACH,REF00013405,P,2026-06-29 19:55:26.116757
13407,248,WDR,2025-05-09,2025-05-09 14:04:32,-408.64,7552.09,Allen PLC,RETAIL,WEB,REF00013406,P,2026-06-29 19:55:26.116757
13418,248,PUR,2025-05-20,2025-05-20 07:55:14,-101.84,7450.25,Macias Group,ENTERTAINMENT,POS,REF00013417,P,2026-06-29 19:55:26.116757
13411,248,WDR,2025-05-23,2025-05-23 17:05:56,-217.82,7232.43,"Pena, Mueller and Mckay",TRAVEL,ATM,REF00013410,P,2026-06-29 19:55:26.116757
13394,248,DEP,2025-06-09,2025-06-09 13:44:08,38.87,7271.3,,,MOB,REF00013393,P,2026-06-29 19:55:26.116757
13396,248,FEE,2025-06-24,2025-06-24 19:29:56,-25.58,7245.72,,,POS,REF00013395,P,2026-06-29 19:55:26.116757
13401,248,PUR,2025-06-28,2025-06-28 23:23:07,-226.3,7019.42,"Pena, Mueller and Mckay",RESTAURANT,POS,REF00013400,P,2026-06-29 19:55:26.116757
13430,248,ATM,2025-07-18,2025-07-18 21:03:17,-190.5,6828.92,Wright PLC,ENTERTAINMENT,ATM,REF00013429,P,2026-06-29 19:55:26.116757
13410,248,ACH,2025-08-02,2025-08-02 06:25:06,-414.79,6414.13,Bradford and Sons,HEALTHCARE,MOB,REF00013409,P,2026-06-29 19:55:26.116757
13397,248,ATM,2025-09-03,2025-09-03 08:42:31,-31.64,6382.49,Gallagher-Johnson,EDUCATION,POS,REF00013396,P,2026-06-29 19:55:26.116757
13423,248,ODF,2025-09-20,2025-09-20 16:02:58,-18.0,6364.49,,,WEB,REF00013422,R,2026-06-29 19:55:26.116757
13431,248,PUR,2025-10-14,2025-10-14 03:06:51,-120.31,6244.18,Thomas-Jones,GAMBLING,ATM,REF00013430,P,2026-06-29 19:55:26.116757
13417,248,ACH,2025-10-17,2025-10-17 19:25:43,-88.25,6155.93,"Li, Mason and Jacobson",GAS_STATION,ATM,REF00013416,P,2026-06-29 19:55:26.116757
13398,248,DEP,2025-10-22,2025-10-22 20:27:25,133.56,6289.49,,,POS,REF00013397,P,2026-06-29 19:55:26.116757
13413,248,WDR,2025-10-24,2025-10-24 03:43:42,-51.81,6237.68,Hodges Inc,RETAIL,MOB,REF00013412,P,2026-06-29 19:55:26.116757
13424,248,ATM,2025-11-04,2025-11-04 07:00:08,-114.84,6122.84,Taylor-Williams,GAS_STATION,WEB,REF00013423,P,2026-06-29 19:55:26.116757
13425,248,ACH,2025-11-05,2025-11-05 00:23:28,-146.46,5976.38,Brooks-Bell,RETAIL,POS,REF00013424,P,2026-06-29 19:55:26.116757
13408,248,PUR,2025-11-10,2025-11-10 02:21:22,-20.0,5956.38,Ortiz and Sons,RETAIL,POS,REF00013407,P,2026-06-29 19:55:26.116757
13392,248,WDR,2025-11-12,2025-11-12 18:55:51,-140.19,5816.19,Rodriguez-Allen,ENTERTAINMENT,WEB,REF00013391,P,2026-06-29 19:55:26.116757
13412,248,WDR,2025-11-26,2025-11-26 09:26:24,-60.89,5755.3,Sanchez Inc,TRAVEL,ACH,REF00013411,P,2026-06-29 19:55:26.116757
13416,248,ACH,2025-11-28,2025-11-28 19:31:12,-80.79,5674.51,"Monroe, Sullivan and King",TRAVEL,POS,REF00013415,P,2026-06-29 19:55:26.116757
13393,248,DEP,2026-01-08,2026-01-08 02:48:33,5743.89,11418.4,,,WEB,REF00013392,P,2026-06-29 19:55:26.116757
13400,248,ACH,2026-01-19,2026-01-19 00:27:52,-11.33,11407.07,"Obrien, Williams and Mcgrath",RESTAURANT,WEB,REF00013399,P,2026-06-29 19:55:26.116757
13428,248,ACH,2026-01-22,2026-01-22 06:19:17,-235.85,11171.22,Ballard and Sons,GAMBLING,POS,REF00013427,P,2026-06-29 19:55:26.116757
13419,248,DEP,2026-01-27,2026-01-27 16:33:19,52.53,11223.75,,,ATM,REF00013418,P,2026-06-29 19:55:26.116757
13395,248,ATM,2026-01-28,2026-01-28 03:57:54,-58.96,11164.79,Foley-Miranda,ENTERTAINMENT,WEB,REF00013394,P,2026-06-29 19:55:26.116757
13434,248,PUR,2026-03-23,2026-03-23 01:57:24,-114.38,11050.41,"Monroe, Sullivan and King",GAS_STATION,ATM,REF00013433,P,2026-06-29 19:55:26.116757
13429,248,PUR,2026-03-29,2026-03-29 11:24:51,-42.16,11008.25,Davis Ltd,HEALTHCARE,POS,REF00013428,R,2026-06-29 19:55:26.116757
13432,248,PMT,2026-04-06,2026-04-06 13:47:37,86.15,11094.4,,,MOB,REF00013431,P,2026-06-29 19:55:26.116757
13399,248,DEP,2026-04-14,2026-04-14 02:52:37,130.5,11224.9,,,ATM,REF00013398,P,2026-06-29 19:55:26.116757
13403,248,PUR,2026-04-19,2026-04-19 10:31:05,-155.19,11069.71,Gibson Ltd,RESTAURANT,WIRE,REF00013402,P,2026-06-29 19:55:26.116757
13414,248,ATM,2026-04-19,2026-04-19 19:14:26,-65.38,11004.33,Mcdonald and Sons,EDUCATION,MOB,REF00013413,P,2026-06-29 19:55:26.116757
13409,248,PUR,2026-05-03,2026-05-03 03:14:04,-115.06,10889.27,Smith-Anderson,WIRE_TRANSFER_INTL,WEB,REF00013408,P,2026-06-29 19:55:26.116757
13404,248,PUR,2026-05-07,2026-05-07 08:19:59,-45.45,10843.82,Clarke-Warren,RESTAURANT,POS,REF00013403,P,2026-06-29 19:55:26.116757
13433,248,DEP,2026-05-07,2026-05-07 16:14:29,88.29,10932.11,,,WEB,REF00013432,P,2026-06-29 19:55:26.116757
13415,248,ATM,2026-05-14,2026-05-14 22:15:13,-96.78,10835.33,"Reid, Thomas and Gill",UTILITIES,WEB,REF00013414,P,2026-06-29 19:55:26.116757
13405,248,PUR,2026-05-17,2026-05-17 06:04:24,-59.67,10775.66,Wright-Roberts,GAS_STATION,ACH,REF00013404,P,2026-06-29 19:55:26.116757
13421,248,PUR,2026-05-19,2026-05-19 14:02:14,-108.15,10667.51,"Irwin, Nelson and Tucker",RETAIL,POS,REF00013420,P,2026-06-29 19:55:26.116757
13391,248,ATM,2026-06-05,2026-06-05 09:01:39,-7.26,10660.25,Mcdonald and Sons,HEALTHCARE,POS,REF00013390,P,2026-06-29 19:55:26.116757
13422,248,NSF,2026-06-17,2026-06-17 05:05:42,-13.57,10646.68,,,WEB,REF00013421,P,2026-06-29 19:55:26.116757
13420,248,PUR,2026-06-22,2026-06-22 14:34:44,-156.99,10489.69,Harris-Jensen,GAS_STATION,POS,REF00013419,P,2026-06-29 19:55:26.116757
13402,248,PUR,2026-06-24,2026-06-24 21:40:26,-293.68,10196.01,Ramirez-Moon,ENTERTAINMENT,ACH,REF00013401,P,2026-06-29 19:55:26.116757
13426,248,ODF,2026-06-26,2026-06-26 07:06:28,-26.64,10169.37,,,WEB,REF00013425,P,2026-06-29 19:55:26.116757
13458,249,ATM,2025-05-03,2025-05-03 20:28:10,-199.36,4433.5,,,POS,REF00013457,P,2026-06-29 19:55:26.116757
13450,249,PMT,2025-05-05,2025-05-05 22:14:46,50.78,4484.28,,,MOB,REF00013449,P,2026-06-29 19:55:26.116757
13481,249,DEP,2025-05-06,2025-05-06 21:21:19,10965.16,15449.44,,,ATM,REF00013480,P,2026-06-29 19:55:26.116757
13466,249,PUR,2025-05-14,2025-05-14 10:30:09,-111.6,15337.84,"Nelson, Johnson and Robinson",RETAIL,MOB,REF00013465,P,2026-06-29 19:55:26.116757
13435,249,NSF,2025-05-18,2025-05-18 07:19:01,-37.54,15300.3,,,ATM,REF00013434,P,2026-06-29 19:55:26.116757
13461,249,DEP,2025-05-23,2025-05-23 15:11:07,56.76,15357.06,,,WIRE,REF00013460,P,2026-06-29 19:55:26.116757
13451,249,INT,2025-05-25,2025-05-25 07:07:18,173.96,15531.02,,,POS,REF00013450,P,2026-06-29 19:55:26.116757
13499,249,DEP,2025-05-28,2025-05-28 12:41:25,84.27,15615.29,,,MOB,REF00013498,P,2026-06-29 19:55:26.116757
13494,249,PUR,2025-06-04,2025-06-04 13:28:30,-106.71,15508.58,"Lindsey, Byrd and Foster",ENTERTAINMENT,WEB,REF00013493,P,2026-06-29 19:55:26.116757
13480,249,PUR,2025-06-11,2025-06-11 10:30:59,-346.63,15161.95,,,ATM,REF00013479,P,2026-06-29 19:55:26.116757
13493,249,PUR,2025-06-21,2025-06-21 14:47:05,-49.17,15112.78,Hudson-Butler,EDUCATION,POS,REF00013492,P,2026-06-29 19:55:26.116757
13440,249,ATM,2025-07-04,2025-07-04 02:00:02,-53.68,15059.1,"Li, Mason and Jacobson",GROCERY,ATM,REF00013439,P,2026-06-29 19:55:26.116757
13486,249,INT,2025-07-15,2025-07-15 10:39:02,303.94,15363.04,,,POS,REF00013485,P,2026-06-29 19:55:26.116757
13479,249,WDR,2025-07-16,2025-07-16 19:39:08,-92.65,15270.39,Mcclain and Sons,HEALTHCARE,ATM,REF00013478,P,2026-06-29 19:55:26.116757
13475,249,DEP,2025-07-20,2025-07-20 12:01:08,156.37,15426.76,,,POS,REF00013474,P,2026-06-29 19:55:26.116757
13491,249,PUR,2025-08-11,2025-08-11 20:45:50,-131.53,15295.23,"Li, Mason and Jacobson",ENTERTAINMENT,ATM,REF00013490,P,2026-06-29 19:55:26.116757
13474,249,DEP,2025-08-18,2025-08-18 22:53:36,135.34,15430.57,,,ATM,REF00013473,P,2026-06-29 19:55:26.116757
13492,249,XFR,2025-08-27,2025-08-27 10:56:23,135.69,15566.26,,,ATM,REF00013491,P,2026-06-29 19:55:26.116757
13444,249,XFR,2025-08-30,2025-08-30 00:52:05,23.81,15590.07,,,POS,REF00013443,P,2026-06-29 19:55:26.116757
13465,249,DEP,2025-09-02,2025-09-02 15:01:33,144.85,15734.92,,,ATM,REF00013464,P,2026-06-29 19:55:26.116757
13460,249,XFR,2025-09-04,2025-09-04 05:28:41,68.33,15803.25,,,WIRE,REF00013459,P,2026-06-29 19:55:26.116757
13482,249,ACH,2025-09-17,2025-09-17 09:43:54,-44.66,15758.59,"Flowers, Berry and Ramirez",EDUCATION,MOB,REF00013481,P,2026-06-29 19:55:26.116757
13468,249,PMT,2025-10-05,2025-10-05 17:04:55,151.97,15910.56,,,WEB,REF00013467,P,2026-06-29 19:55:26.116757
13496,249,PUR,2025-10-14,2025-10-14 01:28:56,-15.21,15895.35,Macias Group,RETAIL,ATM,REF00013495,P,2026-06-29 19:55:26.116757
13490,249,ATM,2025-10-21,2025-10-21 08:35:44,-170.08,15725.27,Hernandez-Beasley,RETAIL,WEB,REF00013489,P,2026-06-29 19:55:26.116757
13470,249,PUR,2025-10-29,2025-10-29 16:13:51,-124.03,15601.24,Brooks-Bell,TRAVEL,ATM,REF00013469,P,2026-06-29 19:55:26.116757
13439,249,WDR,2025-10-30,2025-10-30 14:50:33,-205.3,15395.94,"Pena, Mueller and Mckay",TRAVEL,MOB,REF00013438,P,2026-06-29 19:55:26.116757
13478,249,PMT,2025-11-05,2025-11-05 03:14:42,128.92,15524.86,,,POS,REF00013477,P,2026-06-29 19:55:26.116757
13473,249,ACH,2025-11-05,2025-11-05 13:13:53,-356.74,15168.12,Simmons PLC,RESTAURANT,POS,REF00013472,P,2026-06-29 19:55:26.116757
13462,249,WDR,2025-11-08,2025-11-08 00:52:23,-166.62,15001.5,"Pena, Mueller and Mckay",ENTERTAINMENT,WEB,REF00013461,P,2026-06-29 19:55:26.116757
13463,249,NSF,2025-11-23,2025-11-23 19:08:21,-13.1,14988.4,,,INTL,REF00013462,P,2026-06-29 19:55:26.116757
13446,249,DEP,2025-11-30,2025-11-30 17:22:55,31.19,15019.59,,,ATM,REF00013445,P,2026-06-29 19:55:26.116757
13476,249,PUR,2025-12-06,2025-12-06 12:41:15,-109.53,14910.06,"Marshall, Khan and Ford",EDUCATION,WEB,REF00013475,P,2026-06-29 19:55:26.116757
13441,249,WDR,2025-12-07,2025-12-07 21:51:19,-100.28,14809.78,Martin Inc,TRAVEL,WEB,REF00013440,P,2026-06-29 19:55:26.116757
13498,249,ODF,2025-12-10,2025-12-10 23:26:05,-39.2,14770.58,,,INTL,REF00013497,P,2026-06-29 19:55:26.116757
13487,249,PUR,2025-12-12,2025-12-12 10:46:37,-111.57,14659.01,Harris-Jensen,UTILITIES,ATM,REF00013486,P,2026-06-29 19:55:26.116757
13495,249,PUR,2025-12-13,2025-12-13 00:06:43,-75.28,14583.73,"Lindsey, Byrd and Foster",GROCERY,POS,REF00013494,P,2026-06-29 19:55:26.116757
13438,249,ACH,2025-12-16,2025-12-16 12:28:01,-244.02,14339.71,Foley-Miranda,GROCERY,ATM,REF00013437,P,2026-06-29 19:55:26.116757
13467,249,ACH,2025-12-16,2025-12-16 21:52:42,-33.22,14306.49,Davis Ltd,TRAVEL,ACH,REF00013466,P,2026-06-29 19:55:26.116757
13472,249,WDR,2025-12-22,2025-12-22 22:05:34,-103.03,14203.46,"Reid, Thomas and Gill",GAS_STATION,MOB,REF00013471,P,2026-06-29 19:55:26.116757
13455,249,PUR,2025-12-26,2025-12-26 15:07:12,-258.73,13944.73,"Nelson, Johnson and Robinson",GROCERY,POS,REF00013454,H,2026-06-29 19:55:26.116757
13501,249,PUR,2026-01-02,2026-01-02 05:56:31,-126.16,13818.57,Mcclain and Sons,INSURANCE,ATM,REF00013500,P,2026-06-29 19:55:26.116757
13483,249,PUR,2026-01-04,2026-01-04 08:49:23,-11355.12,2463.45,Cole PLC,UTILITIES,ACH,REF00013482,P,2026-06-29 19:55:26.116757
13452,249,XFR,2026-01-13,2026-01-13 11:37:14,17.51,2480.96,,,WIRE,REF00013451,P,2026-06-29 19:55:26.116757
13471,249,PUR,2026-02-07,2026-02-07 06:21:28,-6004.57,-3523.61,"Chandler, Knight and Jones",WIRE_TRANSFER_INTL,ACH,REF00013470,P,2026-06-29 19:55:26.116757
13437,249,PUR,2026-02-14,2026-02-14 15:24:04,-298.12,-3821.73,"Marshall, Khan and Ford",GAS_STATION,POS,REF00013436,P,2026-06-29 19:55:26.116757
13488,249,PMT,2026-02-15,2026-02-15 19:22:56,72.33,-3749.4,,,POS,REF00013487,P,2026-06-29 19:55:26.116757
