account_id,customer_id,account_type,account_status,open_date,close_date,current_balance,available_balance,credit_limit,interest_rate,branch_id,created_ts,updated_ts
196,77,SAVINGS,O,2019-08-21,,8114.82,7303.34,,0.025,77,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
197,77,CREDIT,O,2022-08-04,,959.66,4040.34,5000.0,0.132,418,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
198,78,CREDIT,O,2022-05-13,,9592.98,407.02,10000.0,0.1152,125,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
199,78,SAVINGS,O,2015-07-07,,79213.76,71292.38,,0.0572,351,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
200,78,CHECKING,O,2021-11-11,,66159.0,59543.1,,0.0211,440,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
201,79,CHECKING,O,2024-01-01,,32124.9,28912.41,,0.0949,244,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
202,80,CHECKING,O,2022-12-28,,56079.03,50471.13,,0.0216,433,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
203,81,CREDIT,O,2015-06-21,,1057.09,3942.91,5000.0,0.2171,455,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
204,81,LOAN,O,2016-04-30,,34440.26,0.0,,0.0685,474,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
205,81,CHECKING,O,2022-12-21,,5485.02,4936.52,,0.2314,461,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
206,81,SAVINGS,F,2022-01-17,,43213.97,38892.57,,0.1648,92,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
207,82,CHECKING,O,2023-04-22,,60056.48,54050.83,,0.1784,204,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
208,82,LOAN,O,2018-04-07,,55803.62,0.0,,0.0755,289,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
209,82,CREDIT,O,2015-10-05,,2833.48,2166.52,5000.0,0.2124,347,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
210,83,LOAN,O,2014-07-21,,47639.39,0.0,,0.1726,41,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
211,83,CREDIT,O,2018-03-01,,18636.41,6363.59,25000.0,0.0871,51,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
212,83,CHECKING,O,2018-10-12,,34685.6,31217.04,,0.2097,175,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
213,84,CREDIT,O,2017-09-15,,3422.08,11577.92,15000.0,0.1387,193,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
214,84,CHECKING,O,2016-01-26,,34263.76,30837.38,,0.1702,339,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
215,84,SAVINGS,O,2016-09-21,,30095.85,27086.26,,0.1932,152,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
216,84,LOAN,C,2019-11-03,2023-07-13,48085.26,0.0,,0.1785,43,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
217,85,SAVINGS,O,2019-05-10,,59042.25,53138.03,,0.0798,55,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
218,85,LOAN,C,2014-10-21,2018-12-09,6399.71,0.0,,0.2357,228,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
219,85,CHECKING,O,2015-08-08,,28473.36,25626.02,,0.0681,68,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
220,86,SAVINGS,O,2021-08-14,,34193.85,30774.47,,0.1396,263,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
221,87,CHECKING,C,2018-05-11,2021-06-28,44114.69,39703.22,,0.1496,402,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
222,87,LOAN,O,2017-12-20,,20141.39,0.0,,0.0969,150,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
223,87,CREDIT,O,2019-02-11,,5816.99,9183.01,15000.0,0.0221,462,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
224,87,SAVINGS,O,2015-07-02,,44542.69,40088.42,,0.2481,125,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
225,88,LOAN,O,2025-03-25,,9191.56,0.0,,0.076,253,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
226,88,CHECKING,O,2025-04-12,,11247.75,10122.98,,0.0426,142,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
227,89,CREDIT,O,2026-02-23,,9442.22,557.78,10000.0,0.1804,254,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
228,89,SAVINGS,O,2021-04-22,,47301.42,42571.28,,0.0497,55,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
229,89,CHECKING,O,2016-07-06,,10406.91,9366.22,,0.0027,203,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
230,89,LOAN,O,2019-01-11,,20600.82,0.0,,0.1554,412,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
231,90,LOAN,O,2016-02-23,,49113.05,0.0,,0.2149,499,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
232,90,SAVINGS,O,2018-01-29,,47348.63,42613.77,,0.0758,309,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
233,90,CREDIT,O,2020-05-14,,2395.05,2604.95,5000.0,0.0452,204,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
234,91,CREDIT,O,2015-03-31,,19549.36,5450.64,25000.0,0.0821,144,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
235,91,LOAN,O,2019-09-03,,49173.18,0.0,,0.0988,59,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
236,91,SAVINGS,O,2019-07-06,,74531.41,67078.27,,0.0507,280,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
237,92,CHECKING,O,2020-04-05,,36660.59,32994.53,,0.1773,225,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
238,92,CREDIT,O,2015-05-29,,8312.82,1687.18,10000.0,0.0182,435,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
239,93,LOAN,O,2017-06-28,,15908.22,0.0,,0.0394,217,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
240,93,CHECKING,O,2017-06-06,,63020.68,56718.61,,0.0194,307,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
241,93,SAVINGS,O,2021-12-09,,38078.39,34270.55,,0.1008,260,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
242,93,CREDIT,O,2021-07-26,,8154.68,6845.32,15000.0,0.1978,185,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
243,94,CHECKING,O,2016-10-27,,61400.8,55260.72,,0.1647,182,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
244,95,CHECKING,O,2015-10-07,,78680.46,70812.41,,0.1696,205,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
245,95,CREDIT,O,2018-02-14,,9657.17,342.83,10000.0,0.1081,6,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
246,96,CREDIT,O,2025-10-19,,2553.38,2446.62,5000.0,0.1301,298,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
247,97,LOAN,O,2018-06-14,,24076.92,0.0,,0.1932,302,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
248,97,SAVINGS,O,2021-11-18,,55080.2,49572.18,,0.0385,13,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
249,98,CHECKING,C,2024-01-28,2024-11-13,8843.58,7959.22,,0.2351,73,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
250,98,SAVINGS,O,2018-06-25,,27540.46,24786.41,,0.0864,402,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
251,98,CREDIT,O,2024-03-17,,2605.57,2394.43,5000.0,0.0877,50,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
252,98,LOAN,C,2024-09-25,2026-06-12,26851.79,0.0,,0.1744,164,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
253,99,CREDIT,O,2016-02-11,,1620.37,379.63,2000.0,0.0296,435,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
254,100,CHECKING,O,2018-04-24,,74358.76,66922.88,,0.1853,265,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
255,100,CREDIT,O,2025-10-12,,2759.55,2240.45,5000.0,0.0834,219,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
256,100,LOAN,O,2016-11-19,,57549.29,0.0,,0.0587,208,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
257,101,SAVINGS,O,2018-03-27,,52413.29,47171.96,,0.0995,378,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
258,101,CREDIT,O,2025-12-26,,22077.43,2922.57,25000.0,0.1129,220,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
259,102,CHECKING,O,2026-01-13,,21906.76,19716.08,,0.1762,408,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
260,102,CREDIT,O,2017-12-18,,1154.7,845.3,2000.0,0.2,275,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
261,102,LOAN,O,2022-10-10,,12030.63,0.0,,0.0821,235,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
262,102,SAVINGS,O,2020-05-05,,8673.38,7806.04,,0.1679,251,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
263,103,LOAN,O,2021-05-09,,35633.28,0.0,,0.0876,433,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
264,103,CREDIT,O,2017-05-19,,9260.44,5739.56,15000.0,0.2035,362,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
265,103,SAVINGS,O,2018-12-21,,63949.38,57554.44,,0.2297,303,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
266,104,SAVINGS,O,2024-03-22,,24711.45,22240.31,,0.0604,60,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
267,105,CREDIT,O,2019-03-05,,2554.12,2445.88,5000.0,0.1051,71,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
268,105,LOAN,O,2015-11-06,,34913.56,0.0,,0.1063,250,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
269,106,SAVINGS,O,2021-03-18,,22751.2,20476.08,,0.0476,432,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
270,106,LOAN,O,2021-07-19,,27609.06,0.0,,0.0143,184,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
271,107,LOAN,O,2020-12-29,,9055.55,0.0,,0.2039,494,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
272,108,LOAN,O,2022-08-13,,42898.4,0.0,,0.1115,86,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
273,108,CREDIT,O,2021-01-17,,1130.8,869.2,2000.0,0.1991,113,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
274,108,SAVINGS,O,2025-11-06,,23013.24,20711.92,,0.0694,276,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
275,108,CHECKING,O,2019-12-29,,22737.96,20464.16,,0.1953,290,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
276,109,CHECKING,O,2022-12-07,,61896.6,55706.94,,0.2059,188,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
277,109,CREDIT,O,2019-09-19,,20565.27,4434.73,25000.0,0.0114,369,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
278,109,LOAN,O,2017-12-18,,27040.63,0.0,,0.0554,218,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
279,109,SAVINGS,O,2022-09-30,,7744.52,6970.07,,0.2076,385,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
280,110,CREDIT,O,2024-04-01,,3942.23,11057.77,15000.0,0.2156,45,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
281,110,CHECKING,O,2023-12-22,,34845.13,31360.62,,0.2484,398,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
282,111,SAVINGS,O,2019-05-14,,46827.87,42145.08,,0.0883,364,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
283,111,CREDIT,O,2020-06-10,,15819.27,9180.73,25000.0,0.0423,72,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
284,112,SAVINGS,O,2022-01-14,,45390.98,40851.88,,0.1335,306,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
285,112,CHECKING,O,2017-05-17,,42870.87,38583.78,,0.0816,361,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
286,113,CREDIT,C,2022-05-05,2025-04-23,24637.21,362.79,25000.0,0.1701,49,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
287,113,LOAN,O,2023-11-23,,8999.75,0.0,,0.1877,211,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
288,113,SAVINGS,O,2015-05-16,,73460.88,66114.79,,0.248,444,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
289,114,SAVINGS,O,2026-04-19,,11272.6,10145.34,,0.0812,127,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
290,114,CHECKING,C,2020-03-15,2022-09-21,60798.62,54718.76,,0.1693,251,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
291,115,CREDIT,O,2020-07-12,,5627.58,9372.42,15000.0,0.0198,407,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
292,115,LOAN,O,2025-06-17,,52927.38,0.0,,0.0242,264,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
293,116,CREDIT,O,2022-09-26,,5819.56,4180.44,10000.0,0.2173,434,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
294,116,SAVINGS,O,2020-12-20,,58484.28,52635.85,,0.1829,235,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
295,116,LOAN,O,2023-12-01,,38455.59,0.0,,0.1746,436,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
296,117,LOAN,O,2018-10-11,,13851.97,0.0,,0.1079,109,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
297,118,CREDIT,C,2025-03-01,2025-11-16,14448.34,10551.66,25000.0,0.1419,249,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
298,118,SAVINGS,O,2022-02-04,,62958.44,56662.6,,0.2236,391,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
299,118,LOAN,O,2015-07-03,,3856.15,0.0,,0.0258,402,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
300,118,CHECKING,C,2023-08-28,2025-07-09,66854.53,60169.08,,0.0051,476,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
301,119,LOAN,O,2018-09-21,,1039.88,0.0,,0.2395,104,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
302,119,SAVINGS,O,2022-03-15,,79653.37,71688.03,,0.2274,452,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
303,120,SAVINGS,O,2015-01-07,,52194.33,46974.9,,0.0633,191,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
304,120,LOAN,O,2026-03-19,,40206.02,0.0,,0.1625,27,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
305,120,CHECKING,O,2022-07-26,,31405.5,28264.95,,0.077,359,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
306,121,LOAN,O,2019-04-03,,6380.75,0.0,,0.0247,110,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
307,121,CREDIT,C,2023-06-18,2026-05-22,1169.08,13830.92,15000.0,0.1488,266,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
308,122,CHECKING,C,2019-08-15,2019-09-10,79046.47,71141.82,,0.1061,68,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
309,122,LOAN,O,2017-07-29,,29184.31,0.0,,0.058,46,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
310,122,SAVINGS,O,2020-07-29,,58326.45,52493.81,,0.0265,161,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
311,122,CREDIT,F,2020-09-03,,8809.89,1190.11,10000.0,0.0351,397,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
312,123,SAVINGS,O,2021-05-29,,42205.92,37985.33,,0.0031,333,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
313,123,CHECKING,O,2021-05-06,,12711.38,11440.24,,0.0884,110,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
314,124,LOAN,C,2019-10-21,2022-06-02,41507.4,0.0,,0.215,45,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
315,124,CREDIT,O,2023-09-12,,280.03,1719.97,2000.0,0.0317,374,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
316,125,CREDIT,O,2021-07-04,,1384.84,3615.16,5000.0,0.022,284,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
317,125,SAVINGS,O,2020-06-15,,47880.42,43092.38,,0.1805,146,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
318,125,LOAN,O,2018-08-08,,46959.21,0.0,,0.1729,435,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
319,125,CHECKING,O,2014-10-13,,67689.14,60920.23,,0.219,106,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
320,126,LOAN,O,2015-09-27,,39124.02,0.0,,0.1961,407,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
321,126,SAVINGS,O,2019-06-13,,76351.06,68715.95,,0.1242,58,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
322,127,LOAN,O,2025-12-14,,36041.86,0.0,,0.1325,7,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
323,127,CREDIT,O,2015-11-16,,9339.24,660.76,10000.0,0.0339,441,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
324,128,CREDIT,O,2025-09-13,,33.38,1966.62,2000.0,0.0178,135,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
325,128,LOAN,O,2016-03-06,,13728.83,0.0,,0.2306,486,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
326,128,CHECKING,C,2018-03-17,2021-12-23,63037.84,56734.06,,0.1271,322,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
327,128,SAVINGS,O,2016-12-15,,56866.64,51179.98,,0.1919,217,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
328,129,CHECKING,O,2020-03-31,,6229.56,5606.6,,0.0207,472,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
329,129,CREDIT,O,2020-03-01,,4871.57,128.43,5000.0,0.0397,168,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
330,129,LOAN,O,2019-09-18,,24053.16,0.0,,0.1589,428,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
331,129,SAVINGS,O,2022-10-18,,51812.08,46630.87,,0.1611,159,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
332,130,SAVINGS,O,2018-04-17,,73932.53,66539.28,,0.0299,314,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
333,130,CHECKING,O,2018-01-26,,48511.01,43659.91,,0.078,380,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
334,130,CREDIT,O,2024-02-23,,597.22,4402.78,5000.0,0.1772,360,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
335,130,LOAN,O,2015-11-11,,1669.69,0.0,,0.1246,178,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
336,131,SAVINGS,O,2024-08-11,,59857.0,53871.3,,0.2184,376,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
337,131,LOAN,C,2022-03-19,2025-02-09,53298.47,0.0,,0.193,16,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
338,131,CHECKING,O,2016-06-13,,26468.39,23821.55,,0.1079,269,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
339,132,CREDIT,O,2026-03-20,,15688.32,9311.68,25000.0,0.1245,262,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
340,133,CHECKING,O,2017-05-25,,29098.87,26188.98,,0.0645,53,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
341,133,SAVINGS,O,2016-07-27,,71488.61,64339.75,,0.1688,60,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
342,133,LOAN,O,2016-05-26,,14475.86,0.0,,0.1276,23,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
343,134,SAVINGS,O,2021-03-01,,3201.51,2881.36,,0.0916,472,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
344,135,SAVINGS,C,2025-11-30,2026-01-17,44005.62,39605.06,,0.2285,380,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
345,135,CHECKING,O,2019-04-27,,52284.12,47055.71,,0.0569,128,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
346,136,CREDIT,O,2016-09-08,,1004.08,995.92,2000.0,0.2255,92,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
347,136,SAVINGS,O,2022-02-15,,17466.4,15719.76,,0.1294,24,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
348,136,CHECKING,F,2019-08-23,,76303.39,68673.05,,0.0182,239,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
349,136,LOAN,O,2014-11-03,,52095.9,0.0,,0.1935,160,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
350,137,CHECKING,O,2021-10-23,,141.52,127.37,,0.0509,289,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
351,137,CREDIT,O,2016-11-03,,7395.76,2604.24,10000.0,0.0614,189,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
352,137,SAVINGS,O,2021-07-19,,47131.12,42418.01,,0.1238,396,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
353,138,SAVINGS,O,2019-02-15,,13.42,12.08,,0.1031,120,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
354,138,CHECKING,O,2022-11-21,,43094.39,38784.95,,0.1593,356,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
355,139,CREDIT,O,2016-12-10,,1517.86,482.14,2000.0,0.0947,378,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
356,140,CHECKING,O,2023-06-16,,33295.18,29965.66,,0.2402,498,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
357,140,LOAN,O,2024-02-17,,59820.6,0.0,,0.1781,48,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
358,140,CREDIT,O,2015-03-28,,1842.55,157.45,2000.0,0.2243,267,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
359,141,CREDIT,O,2015-09-14,,3337.85,21662.15,25000.0,0.2051,39,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
360,141,SAVINGS,O,2024-11-18,,47147.61,42432.85,,0.0165,340,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
361,141,CHECKING,O,2016-09-19,,77119.57,69407.61,,0.0599,134,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
362,141,LOAN,O,2018-05-18,,51203.91,0.0,,0.2315,202,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
363,142,CREDIT,O,2019-12-11,,373.44,4626.56,5000.0,0.0515,400,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
364,142,SAVINGS,O,2017-08-14,,61496.8,55347.12,,0.0281,55,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
365,142,LOAN,O,2024-10-09,,10698.12,0.0,,0.117,209,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
366,143,CREDIT,O,2020-10-12,,2259.59,2740.41,5000.0,0.1163,437,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
367,144,CHECKING,O,2022-02-09,,12188.04,10969.24,,0.1718,424,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
368,145,SAVINGS,O,2021-08-09,,66791.94,60112.75,,0.0826,47,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
369,146,CREDIT,O,2021-10-11,,1223.77,23776.23,25000.0,0.0754,420,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
370,146,SAVINGS,C,2021-06-27,2023-03-25,79249.47,71324.52,,0.0087,208,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
371,147,SAVINGS,O,2024-07-26,,64213.69,57792.32,,0.0358,7,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
372,147,CHECKING,O,2021-11-06,,4464.37,4017.93,,0.1954,114,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
373,147,LOAN,O,2024-03-10,,8712.2,0.0,,0.206,191,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
374,147,CREDIT,O,2022-11-27,,1164.65,835.35,2000.0,0.0654,417,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
375,148,CHECKING,O,2018-01-13,,79771.49,71794.34,,0.0502,331,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
376,149,SAVINGS,O,2021-10-24,,2937.05,2643.35,,0.1157,87,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
377,149,CHECKING,O,2015-07-02,,73892.6,66503.34,,0.1088,371,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
378,149,LOAN,O,2016-02-02,,24304.92,0.0,,0.0083,350,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
379,149,CREDIT,O,2015-11-24,,2592.11,12407.89,15000.0,0.0544,96,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
380,150,CREDIT,O,2018-02-17,,1228.21,771.79,2000.0,0.1546,332,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
381,150,SAVINGS,O,2016-09-02,,23255.97,20930.37,,0.1035,282,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
382,150,CHECKING,O,2022-10-03,,38061.99,34255.79,,0.0228,197,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
383,151,LOAN,O,2020-07-30,,38916.5,0.0,,0.1994,128,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
384,151,CHECKING,O,2019-06-23,,50275.73,45248.16,,0.2007,407,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
385,152,LOAN,O,2016-02-19,,47133.03,0.0,,0.0904,279,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
386,153,CREDIT,O,2019-01-24,,1798.16,8201.84,10000.0,0.0804,113,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
387,153,LOAN,O,2016-09-14,,2728.9,0.0,,0.2028,144,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
388,153,SAVINGS,O,2022-01-24,,4216.59,3794.93,,0.2478,272,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
389,153,CHECKING,O,2022-10-03,,28273.35,25446.01,,0.1464,120,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
390,154,CHECKING,O,2022-03-07,,52377.59,47139.83,,0.0673,418,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
391,154,LOAN,O,2026-05-29,,47683.0,0.0,,0.1845,392,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
