customer_id,account_id,account_type,summary_period_start,summary_period_end,txn_count_total,txn_count_debit,txn_count_credit,txn_count_fee,amt_total_debit,amt_total_credit,amt_total_fees,amt_avg_debit,amt_avg_credit,amt_max_single_debit,amt_max_single_credit,distinct_merchants,top_merchant_category,pct_atm,pct_pos,pct_web,pct_mobile,days_since_last_txn,load_ts
308,781,CREDIT,2025-06-29,2026-06-29,18,9.0,9.0,0.0,757.71,1005.06,0.0,84.19,111.67333333333333,178.87,236.22,9,ENTERTAINMENT,11.11,11.11,16.67,38.89,42,2026-06-29 19:55:28.785547+00:00
311,786,SAVINGS,2025-06-29,2026-06-29,57,31.0,20.0,6.0,12578.44,14243.81,165.41,405.75612903225806,712.1905,9288.09,12232.34,24,EDUCATION,21.05,40.35,14.04,12.28,5,2026-06-29 19:55:28.785547+00:00
312,793,CREDIT,2025-06-29,2026-06-29,37,12.0,23.0,2.0,1472.88,2801.2,68.08,122.74,121.79130434782608,274.92,361.55,10,RESTAURANT,29.73,24.32,18.92,16.22,3,2026-06-29 19:55:28.785547+00:00
315,798,CHECKING,2025-06-29,2026-06-29,16,12.0,4.0,0.0,912.01,251.95,0.0,76.00083333333333,62.9875,183.31,158.2,10,UTILITIES,18.75,25.0,18.75,31.25,38,2026-06-29 19:55:28.785547+00:00
316,802,LOAN,2025-06-29,2026-06-29,50,21.0,24.0,5.0,20878.79,22594.71,125.36,994.2280952380952,941.44625,9975.97,10478.27,20,GROCERY,24.0,24.0,22.0,12.0,4,2026-06-29 19:55:28.785547+00:00
316,803,CHECKING,2025-06-29,2026-06-29,27,16.0,8.0,3.0,1827.19,819.52,66.69,114.199375,102.44,242.21,170.79,16,TRAVEL,3.7,33.33,11.11,33.33,9,2026-06-29 19:55:28.785547+00:00
321,815,SAVINGS,2025-06-29,2026-06-29,17,8.0,7.0,2.0,9515.36,686.26,41.46,1189.42,98.03714285714285,9020.67,208.57,7,GAS_STATION,11.76,35.29,17.65,17.65,29,2026-06-29 19:55:28.785547+00:00
325,823,CREDIT,2025-06-29,2026-06-29,65,28.0,32.0,5.0,10261.66,10366.23,137.37,366.48785714285714,323.9446875,6827.13,6489.86,25,RESTAURANT,18.46,24.62,10.77,26.15,9,2026-06-29 19:55:28.785547+00:00
328,826,CREDIT,2025-06-29,2026-06-29,37,13.0,22.0,2.0,10803.36,10326.47,33.41,831.0276923076923,469.385,9392.11,7938.56,13,RESTAURANT,24.32,43.24,8.11,18.92,3,2026-06-29 19:55:28.785547+00:00
330,830,CHECKING,2025-06-29,2026-06-29,31,19.0,10.0,2.0,2078.57,17101.76,81.21,109.39842105263158,1710.176,279.91,9621.78,18,GROCERY,19.35,29.03,19.35,19.35,16,2026-06-29 19:55:28.785547+00:00
332,834,CHECKING,2025-06-29,2026-06-29,36,18.0,13.0,5.0,9375.41,1576.84,154.56,520.8561111111111,121.29538461538462,7212.9,351.3,15,RESTAURANT,25.0,25.0,19.44,16.67,5,2026-06-29 19:55:28.785547+00:00
333,836,SAVINGS,2025-06-29,2026-06-29,70,41.0,24.0,5.0,16201.59,3682.53,138.04,395.1607317073171,153.43875,10787.69,416.25,31,GROCERY,8.57,35.71,22.86,17.14,1,2026-06-29 19:55:28.785547+00:00
333,837,CREDIT,2025-06-29,2026-06-29,22,10.0,11.0,1.0,1209.07,12067.09,37.36,120.907,1097.0081818181818,242.34,10670.57,9,RETAIL,4.55,27.27,22.73,36.36,8,2026-06-29 19:55:28.785547+00:00
339,849,CHECKING,2025-06-29,2026-06-29,14,9.0,4.0,1.0,885.19,331.11,15.01,98.35444444444444,82.7775,146.62,185.1,7,GROCERY,14.29,21.43,28.57,28.57,2,2026-06-29 19:55:28.785547+00:00
342,855,CREDIT,2025-06-29,2026-06-29,26,10.0,13.0,3.0,1852.13,10959.64,108.97,185.213,843.0492307692308,311.73,9497.24,9,GAS_STATION,15.38,26.92,19.23,26.92,6,2026-06-29 19:55:28.785547+00:00
345,862,SAVINGS,2025-06-29,2026-06-29,61,37.0,15.0,9.0,32927.68,1905.9,264.66,889.9372972972973,127.06,12007.77,287.67,29,UTILITIES,18.03,36.07,13.11,16.39,5,2026-06-29 19:55:28.785547+00:00
349,868,SAVINGS,2025-06-29,2026-06-29,63,43.0,14.0,6.0,6281.82,2248.44,157.65,146.0888372093023,160.60285714285715,351.76,424.16,33,GROCERY,14.29,31.75,22.22,17.46,8,2026-06-29 19:55:28.785547+00:00
349,870,CREDIT,2025-06-29,2026-06-29,24,8.0,13.0,3.0,1100.38,8591.43,97.71,137.5475,660.8792307692307,351.59,7057.39,8,RETAIL,8.33,20.83,29.17,29.17,16,2026-06-29 19:55:28.785547+00:00
350,872,CREDIT,2025-06-29,2026-06-29,69,23.0,40.0,6.0,19008.9,4852.94,207.54,826.4739130434782,121.3235,9229.57,335.76,21,UTILITIES,8.7,34.78,24.64,18.84,2,2026-06-29 19:55:28.785547+00:00
354,884,CREDIT,2025-06-29,2026-06-29,40,17.0,19.0,4.0,8080.37,19085.92,90.44,475.3158823529412,1004.5221052631579,5812.68,11066.4,15,UTILITIES,22.5,25.0,25.0,12.5,4,2026-06-29 19:55:28.785547+00:00
357,893,LOAN,2025-06-29,2026-06-29,44,16.0,25.0,3.0,10058.72,2907.93,94.21,628.67,116.3172,8065.01,388.74,12,UTILITIES,29.55,31.82,13.64,20.45,2,2026-06-29 19:55:28.785547+00:00
382,955,LOAN,2025-06-29,2026-06-29,42,18.0,19.0,5.0,1650.84,2193.1,125.81,91.71333333333334,115.42631578947369,205.59,260.47,17,GROCERY,19.05,33.33,9.52,19.05,2,2026-06-29 19:55:28.785547+00:00
391,975,CHECKING,2025-06-29,2026-06-29,38,25.0,11.0,2.0,2798.63,1047.1,68.45,111.9452,95.19090909090909,414.99,172.42,19,RETAIL,26.32,15.79,26.32,15.79,14,2026-06-29 19:55:28.785547+00:00
392,978,LOAN,2025-06-29,2026-06-29,55,21.0,26.0,8.0,1956.84,3037.4,221.08,93.18285714285715,116.82307692307693,323.74,284.28,19,ENTERTAINMENT,18.18,27.27,18.18,23.64,5,2026-06-29 19:55:28.785547+00:00
395,985,SAVINGS,2025-06-29,2026-06-29,62,32.0,24.0,6.0,3613.87,18792.69,170.01,112.9334375,783.02875,256.62,8956.22,27,RESTAURANT,17.74,30.65,25.81,14.52,6,2026-06-29 19:55:28.785547+00:00
396,989,CREDIT,2025-06-29,2026-06-29,17,7.0,8.0,2.0,780.27,7926.68,44.34,111.46714285714286,990.835,200.9,6981.29,7,GAS_STATION,35.29,29.41,11.76,5.88,21,2026-06-29 19:55:28.785547+00:00
401,1000,CREDIT,2025-06-29,2026-06-29,19,6.0,11.0,2.0,676.45,1589.02,49.44,112.74166666666666,144.45636363636365,239.41,318.33,5,HEALTHCARE,21.05,21.05,15.79,26.32,3,2026-06-29 19:55:28.785547+00:00
403,1005,SAVINGS,2025-06-29,2026-06-29,54,35.0,17.0,2.0,12763.43,2056.08,66.93,364.66942857142857,120.94588235294118,9271.47,254.02,27,GAS_STATION,20.37,29.63,18.52,14.81,20,2026-06-29 19:55:28.785547+00:00
404,1006,LOAN,2025-06-29,2026-06-29,42,15.0,20.0,7.0,1845.09,2374.89,261.38,123.006,118.7445,265.91,361.57,14,GROCERY,9.52,30.95,21.43,16.67,10,2026-06-29 19:55:28.785547+00:00
405,1010,LOAN,2025-06-29,2026-06-29,48,22.0,24.0,2.0,2706.17,2919.53,41.47,123.00772727272727,121.64708333333333,344.31,306.95,21,HEALTHCARE,18.75,35.42,18.75,16.67,2,2026-06-29 19:55:28.785547+00:00
411,1025,LOAN,2025-06-29,2026-06-29,57,28.0,23.0,6.0,24780.41,10772.25,177.94,885.0146428571428,468.35869565217394,12113.84,7738.81,24,GAS_STATION,26.32,26.32,8.77,24.56,1,2026-06-29 19:55:28.785547+00:00
421,1049,SAVINGS,2025-06-29,2026-06-29,51,31.0,13.0,7.0,19712.86,1671.77,185.25,635.8987096774193,128.5976923076923,9326.84,346.5,25,GROCERY,17.65,41.18,13.73,17.65,2,2026-06-29 19:55:28.785547+00:00
425,1056,SAVINGS,2025-06-29,2026-06-29,23,12.0,9.0,2.0,1633.91,915.53,30.31,136.15916666666666,101.72555555555556,340.56,277.75,10,RESTAURANT,17.39,43.48,13.04,8.7,5,2026-06-29 19:55:28.785547+00:00
426,1057,CREDIT,2025-06-29,2026-06-29,21,9.0,10.0,2.0,1181.66,1606.79,61.81,131.29555555555555,160.679,221.35,402.32,8,RESTAURANT,23.81,14.29,14.29,9.52,18,2026-06-29 19:55:28.785547+00:00
430,1069,CREDIT,2025-06-29,2026-06-29,72,35.0,30.0,7.0,5412.58,14706.62,209.22,154.64514285714284,490.22066666666666,420.66,11952.0,28,TRAVEL,16.67,29.17,23.61,18.06,4,2026-06-29 19:55:28.785547+00:00
430,1070,SAVINGS,2025-06-29,2026-06-29,17,13.0,4.0,0.0,1942.1,665.46,0.0,149.3923076923077,166.365,245.66,447.85,11,TRAVEL,11.76,29.41,11.76,17.65,40,2026-06-29 19:55:28.785547+00:00
431,1072,SAVINGS,2025-06-29,2026-06-29,21,14.0,6.0,1.0,13065.24,912.89,22.0,933.2314285714285,152.14833333333334,11392.11,239.77,14,RETAIL,9.52,47.62,9.52,23.81,1,2026-06-29 19:55:28.785547+00:00
431,1075,CREDIT,2025-06-29,2026-06-29,40,14.0,22.0,4.0,12069.56,3045.98,131.11,862.1114285714285,138.45363636363638,9750.26,369.2,11,ENTERTAINMENT,17.5,32.5,15.0,25.0,2,2026-06-29 19:55:28.785547+00:00
432,1077,LOAN,2025-06-29,2026-06-29,34,15.0,18.0,1.0,1677.63,2831.87,10.19,111.842,157.32611111111112,388.53,426.14,14,TRAVEL,26.47,29.41,17.65,17.65,5,2026-06-29 19:55:28.785547+00:00
434,1081,LOAN,2025-06-29,2026-06-29,30,8.0,18.0,4.0,10971.4,2116.99,137.49,1371.425,117.61055555555555,10218.65,387.6,8,TRAVEL,20.0,30.0,20.0,20.0,24,2026-06-29 19:55:28.785547+00:00
435,1085,CREDIT,2025-06-29,2026-06-29,68,26.0,35.0,7.0,38017.19,22648.82,194.71,1462.1996153846153,647.1091428571428,11122.87,11561.76,19,INSURANCE,20.59,36.76,16.18,8.82,5,2026-06-29 19:55:28.785547+00:00
435,1086,CHECKING,2025-06-29,2026-06-29,49,31.0,12.0,6.0,4697.88,6551.11,119.79,151.54451612903225,545.9258333333333,406.13,5286.57,26,RESTAURANT,16.33,30.61,18.37,26.53,9,2026-06-29 19:55:28.785547+00:00
436,1087,CREDIT,2025-06-29,2026-06-29,63,23.0,34.0,6.0,2805.94,4445.26,154.62,121.99739130434783,130.7429411764706,293.41,438.28,20,RESTAURANT,22.22,31.75,15.87,15.87,1,2026-06-29 19:55:28.785547+00:00
440,1096,LOAN,2025-06-29,2026-06-29,59,21.0,34.0,4.0,2705.61,31531.8,73.42,128.83857142857144,927.4058823529411,415.51,11304.37,17,RESTAURANT,15.25,32.2,18.64,15.25,0,2026-06-29 19:55:28.785547+00:00
441,1098,LOAN,2025-06-29,2026-06-29,68,24.0,37.0,7.0,2372.89,19621.56,206.18,98.87041666666667,530.3124324324324,222.49,10169.55,21,GROCERY,19.12,30.88,25.0,13.24,21,2026-06-29 19:55:28.785547+00:00
443,1100,SAVINGS,2025-06-29,2026-06-29,37,25.0,11.0,1.0,3358.68,9746.67,27.56,134.3472,886.060909090909,330.17,8538.76,22,GROCERY,16.22,32.43,8.11,29.73,7,2026-06-29 19:55:28.785547+00:00
447,1110,LOAN,2025-06-29,2026-06-29,55,27.0,20.0,8.0,3003.1,3060.89,170.23,111.22592592592592,153.0445,322.17,358.65,22,ENTERTAINMENT,10.91,38.18,20.0,18.18,0,2026-06-29 19:55:28.785547+00:00
450,1116,LOAN,2025-06-29,2026-06-29,21,9.0,11.0,1.0,1443.56,12290.24,33.58,160.39555555555555,1117.2945454545454,345.6,10540.47,8,RESTAURANT,14.29,33.33,23.81,14.29,3,2026-06-29 19:55:28.785547+00:00
450,1118,CREDIT,2025-06-29,2026-06-29,62,23.0,34.0,5.0,2334.58,14060.2,102.8,101.50347826086957,413.5352941176471,255.18,9655.43,19,RETAIL,20.97,29.03,24.19,11.29,11,2026-06-29 19:55:28.785547+00:00
453,1127,SAVINGS,2025-06-29,2026-06-29,53,35.0,11.0,7.0,9073.08,1962.71,165.32,259.23085714285713,178.42818181818183,5235.6,523.09,29,RESTAURANT,20.75,18.87,30.19,22.64,0,2026-06-29 19:55:28.785547+00:00
453,1128,CHECKING,2025-06-29,2026-06-29,54,36.0,11.0,7.0,15752.7,1028.63,165.91,437.575,93.51181818181819,11379.38,191.74,28,RESTAURANT,14.81,35.19,14.81,18.52,3,2026-06-29 19:55:28.785547+00:00
454,1131,CHECKING,2025-06-29,2026-06-29,47,25.0,20.0,2.0,12933.83,1999.21,54.6,517.3532,99.9605,10425.67,196.95,21,INSURANCE,17.02,27.66,23.4,17.02,1,2026-06-29 19:55:28.785547+00:00
459,1147,CREDIT,2025-06-29,2026-06-29,64,31.0,28.0,5.0,15123.0,3824.74,122.38,487.83870967741933,136.59785714285715,11648.54,402.98,25,GROCERY,17.19,28.13,25.0,18.75,1,2026-06-29 19:55:28.785547+00:00
461,1152,LOAN,2025-06-29,2026-06-29,52,18.0,29.0,5.0,7675.57,3536.29,124.7,426.42055555555555,121.94103448275862,5769.86,346.85,16,RESTAURANT,15.38,38.46,13.46,9.62,8,2026-06-29 19:55:28.785547+00:00
469,1173,LOAN,2025-06-29,2026-06-29,65,30.0,28.0,7.0,3579.22,3086.82,189.13,119.30733333333333,110.24357142857143,446.34,406.69,28,RESTAURANT,13.85,33.85,20.0,15.38,0,2026-06-29 19:55:28.785547+00:00
470,1175,SAVINGS,2025-06-29,2026-06-29,60,39.0,16.0,5.0,18805.87,2168.65,169.67,482.20179487179485,135.540625,7388.57,304.69,30,GROCERY,16.67,36.67,23.33,15.0,9,2026-06-29 19:55:28.785547+00:00
471,1178,LOAN,2025-06-29,2026-06-29,70,32.0,37.0,1.0,12926.82,4182.45,27.74,403.963125,113.03918918918919,8689.11,329.11,26,EDUCATION,17.14,31.43,20.0,18.57,2,2026-06-29 19:55:28.785547+00:00
472,1180,LOAN,2025-06-29,2026-06-29,59,18.0,30.0,11.0,1513.08,14835.74,280.96,84.06,494.5246666666667,299.47,6297.32,15,RESTAURANT,23.73,28.81,22.03,10.17,8,2026-06-29 19:55:28.785547+00:00
474,1184,SAVINGS,2025-06-29,2026-06-29,60,41.0,14.0,5.0,22885.98,10680.19,126.55,558.1946341463415,762.8707142857143,11016.85,9246.77,36,GROCERY,11.67,36.67,26.67,16.67,0,2026-06-29 19:55:28.785547+00:00
480,1196,CREDIT,2025-06-29,2026-06-29,22,9.0,11.0,2.0,843.37,9896.16,50.77,93.70777777777778,899.6509090909091,156.43,8808.95,8,GROCERY,18.18,36.36,13.64,9.09,8,2026-06-29 19:55:28.785547+00:00
480,1197,SAVINGS,2025-06-29,2026-06-29,15,10.0,4.0,1.0,1687.76,467.0,11.33,168.776,116.75,374.23,179.08,9,RESTAURANT,20.0,33.33,6.67,20.0,37,2026-06-29 19:55:28.785547+00:00
483,1204,SAVINGS,2025-06-29,2026-06-29,33,16.0,15.0,2.0,2380.82,2245.39,51.01,148.80125,149.69266666666667,442.65,345.48,16,EDUCATION,33.33,21.21,12.12,12.12,14,2026-06-29 19:55:28.785547+00:00
485,1210,CHECKING,2025-06-29,2026-06-29,36,21.0,9.0,6.0,2058.76,9723.12,174.59,98.03619047619047,1080.3466666666666,289.94,8973.87,20,TRAVEL,19.44,36.11,16.67,13.89,2,2026-06-29 19:55:28.785547+00:00
487,1216,CREDIT,2025-06-29,2026-06-29,65,21.0,35.0,9.0,18585.56,14543.75,264.81,885.0266666666666,415.5357142857143,9160.89,11058.13,20,RESTAURANT,20.0,32.31,16.92,16.92,0,2026-06-29 19:55:28.785547+00:00
488,1217,CHECKING,2025-06-29,2026-06-29,38,20.0,16.0,2.0,2561.73,2152.98,54.32,128.0865,134.56125,271.16,276.42,17,ENTERTAINMENT,7.89,23.68,31.58,18.42,0,2026-06-29 19:55:28.785547+00:00
495,1240,CREDIT,2025-06-29,2026-06-29,24,3.0,17.0,4.0,5644.75,2363.59,85.59,1881.5833333333333,139.03470588235294,5461.21,326.29,3,HEALTHCARE,12.5,41.67,20.83,12.5,9,2026-06-29 19:55:28.785547+00:00
500,1255,CREDIT,2025-06-29,2026-06-29,48,21.0,20.0,7.0,14150.9,2574.39,170.01,673.8523809523809,128.7195,11668.83,427.16,18,TRAVEL,25.0,33.33,16.67,12.5,7,2026-06-29 19:55:28.785547+00:00
500,1257,SAVINGS,2025-06-29,2026-06-29,21,16.0,3.0,2.0,2005.45,282.7,27.69,125.340625,94.23333333333333,502.97,172.85,15,TRAVEL,19.05,14.29,23.81,14.29,29,2026-06-29 19:55:28.785547+00:00
1,3,CREDIT,2025-06-29,2026-06-29,33,11.0,18.0,4.0,1204.08,2957.05,103.93,109.46181818181819,164.28055555555557,462.11,439.02,10,GROCERY,18.18,36.36,21.21,18.18,42,2026-06-29 19:55:28.785547+00:00
8,22,LOAN,2025-06-29,2026-06-29,26,10.0,16.0,0.0,836.71,1862.98,0.0,83.671,116.43625,137.17,236.95,10,TRAVEL,15.38,7.69,34.62,30.77,15,2026-06-29 19:55:28.785547+00:00
16,44,CREDIT,2025-06-29,2026-06-29,57,21.0,35.0,1.0,3794.36,12751.41,28.35,180.68380952380951,364.326,456.06,8719.14,17,GROCERY,14.04,29.82,17.54,14.04,4,2026-06-29 19:55:28.785547+00:00
16,45,LOAN,2025-06-29,2026-06-29,56,18.0,34.0,4.0,2324.24,15487.29,88.69,129.12444444444444,455.5085294117647,352.28,10623.23,16,RETAIL,17.86,30.36,32.14,10.71,8,2026-06-29 19:55:28.785547+00:00
16,47,CHECKING,2025-06-29,2026-06-29,58,40.0,14.0,4.0,34600.14,2725.16,100.27,865.0035,194.65428571428572,11099.23,613.81,33,ENTERTAINMENT,24.14,39.66,10.34,13.79,14,2026-06-29 19:55:28.785547+00:00
17,51,LOAN,2025-06-29,2026-06-29,26,13.0,9.0,4.0,6914.57,1104.06,64.49,531.89,122.67333333333333,5859.4,214.23,11,EDUCATION,15.38,38.46,11.54,23.08,27,2026-06-29 19:55:28.785547+00:00
23,64,LOAN,2025-06-29,2026-06-29,66,28.0,31.0,7.0,4056.06,3467.59,210.87,144.8592857142857,111.85774193548387,388.97,338.65,24,RETAIL,22.73,27.27,22.73,18.18,0,2026-06-29 19:55:28.785547+00:00
31,81,CHECKING,2025-06-29,2026-06-29,41,30.0,8.0,3.0,29939.71,760.47,85.46,997.9903333333333,95.05875,10699.72,156.52,26,RETAIL,26.83,29.27,21.95,12.2,16,2026-06-29 19:55:28.785547+00:00
33,87,SAVINGS,2025-06-29,2026-06-29,16,9.0,3.0,4.0,1418.8,9992.03,92.26,157.64444444444445,3330.6766666666667,282.73,9708.22,9,GROCERY,12.5,43.75,31.25,6.25,12,2026-06-29 19:55:28.785547+00:00
35,92,CREDIT,2025-06-29,2026-06-29,51,23.0,28.0,0.0,13039.32,25150.89,0.0,566.9269565217392,898.2460714285714,10726.52,11457.31,18,GROCERY,7.84,37.25,11.76,19.61,7,2026-06-29 19:55:28.785547+00:00
35,95,LOAN,2025-06-29,2026-06-29,32,10.0,16.0,6.0,1115.77,8220.5,197.19,111.577,513.78125,228.18,5949.9,10,ENTERTAINMENT,12.5,34.38,18.75,15.63,64,2026-06-29 19:55:28.785547+00:00
39,103,CREDIT,2025-06-29,2026-06-29,57,24.0,29.0,4.0,14602.31,12649.32,121.8,608.4295833333333,436.1834482758621,11960.57,8760.41,19,UTILITIES,15.79,29.82,19.3,21.05,0,2026-06-29 19:55:28.785547+00:00
51,130,SAVINGS,2025-06-29,2026-06-29,57,34.0,19.0,4.0,22836.58,13286.3,108.89,671.6641176470588,699.2789473684211,11565.25,10691.94,31,RESTAURANT,14.04,31.58,19.3,17.54,15,2026-06-29 19:55:28.785547+00:00
51,131,CHECKING,2025-06-29,2026-06-29,60,34.0,23.0,3.0,27250.05,3034.6,65.68,801.4720588235294,131.9391304347826,8675.54,362.85,28,RETAIL,16.67,21.67,26.67,16.67,5,2026-06-29 19:55:28.785547+00:00
53,134,CHECKING,2025-06-29,2026-06-29,49,35.0,13.0,1.0,13942.95,1845.95,17.52,398.37,141.99615384615385,9783.4,257.76,26,GROCERY,12.24,34.69,18.37,20.41,10,2026-06-29 19:55:28.785547+00:00
53,135,SAVINGS,2025-06-29,2026-06-29,40,28.0,10.0,2.0,3801.54,1192.71,65.74,135.7692857142857,119.271,295.1,255.58,24,UTILITIES,30.0,30.0,22.5,7.5,18,2026-06-29 19:55:28.785547+00:00
62,158,CHECKING,2025-06-29,2026-06-29,42,27.0,12.0,3.0,32545.15,12471.57,77.3,1205.375925925926,1039.2975,10470.5,11663.47,25,GROCERY,16.67,33.33,23.81,19.05,3,2026-06-29 19:55:28.785547+00:00
68,171,CHECKING,2025-06-29,2026-06-29,42,32.0,9.0,1.0,12996.03,822.26,25.6,406.1259375,91.36222222222223,9182.38,281.38,24,RETAIL,16.67,21.43,21.43,23.81,10,2026-06-29 19:55:28.785547+00:00
75,186,SAVINGS,2025-06-29,2026-06-29,61,36.0,18.0,7.0,4762.17,9654.8,244.86,132.2825,536.3777777777777,407.98,7269.77,31,GROCERY,21.31,31.15,16.39,19.67,9,2026-06-29 19:55:28.785547+00:00
76,190,SAVINGS,2025-06-29,2026-06-29,18,7.0,10.0,1.0,759.66,952.48,32.17,108.52285714285715,95.248,206.26,222.05,7,GROCERY,0.0,33.33,22.22,22.22,17,2026-06-29 19:55:28.785547+00:00
77,194,CHECKING,2025-06-29,2026-06-29,38,27.0,9.0,2.0,13296.64,856.28,51.85,492.46814814814815,95.14222222222222,10453.34,181.58,21,RESTAURANT,15.79,36.84,15.79,13.16,4,2026-06-29 19:55:28.785547+00:00
81,206,SAVINGS,2025-06-29,2026-06-29,18,9.0,8.0,1.0,1347.58,921.17,17.6,149.73111111111112,115.14625,264.55,289.52,8,GAS_STATION,27.78,16.67,22.22,16.67,2,2026-06-29 19:55:28.785547+00:00
84,215,SAVINGS,2025-06-29,2026-06-29,49,33.0,14.0,2.0,3550.07,1578.52,35.62,107.57787878787879,112.75142857142858,350.05,323.18,28,RETAIL,18.37,30.61,18.37,18.37,3,2026-06-29 19:55:28.785547+00:00
84,216,LOAN,2025-06-29,2026-06-29,43,10.0,26.0,7.0,1136.5,12451.57,190.83,113.65,478.90653846153845,211.13,9749.06,9,RESTAURANT,18.6,32.56,23.26,16.28,20,2026-06-29 19:55:28.785547+00:00
89,228,SAVINGS,2025-06-29,2026-06-29,28,11.0,16.0,1.0,1795.83,8647.44,44.23,163.25727272727272,540.465,277.73,6267.07,9,EDUCATION,14.29,10.71,21.43,14.29,4,2026-06-29 19:55:28.785547+00:00
89,229,CHECKING,2025-06-29,2026-06-29,61,36.0,20.0,5.0,10057.85,2653.75,155.56,279.3847222222222,132.6875,5896.42,366.6,29,CRYPTO_EXCHANGE,22.95,24.59,19.67,13.11,12,2026-06-29 19:55:28.785547+00:00
91,235,LOAN,2025-06-29,2026-06-29,44,13.0,29.0,2.0,1436.01,4121.91,48.63,110.46230769230769,142.1348275862069,249.06,433.25,11,RESTAURANT,18.18,27.27,31.82,15.91,12,2026-06-29 19:55:28.785547+00:00
93,240,CHECKING,2025-06-29,2026-06-29,31,23.0,6.0,2.0,2931.34,422.99,33.69,127.44956521739131,70.49833333333333,318.14,110.05,19,HEALTHCARE,3.23,38.71,35.48,6.45,8,2026-06-29 19:55:28.785547+00:00
102,259,CHECKING,2025-06-29,2026-06-29,22,10.0,9.0,3.0,1552.66,739.05,82.39,155.266,82.11666666666666,277.83,197.16,9,GROCERY,36.36,31.82,9.09,9.09,11,2026-06-29 19:55:28.785547+00:00
105,267,CREDIT,2025-06-29,2026-06-29,17,8.0,7.0,2.0,762.2,589.58,76.06,95.275,84.22571428571429,225.39,174.12,7,RESTAURANT,29.41,29.41,5.88,17.65,21,2026-06-29 19:55:28.785547+00:00
109,278,LOAN,2025-06-29,2026-06-29,66,26.0,33.0,7.0,10012.86,3783.92,178.39,385.11,114.66424242424243,7138.49,346.86,18,HEALTHCARE,22.73,19.7,19.7,27.27,3,2026-06-29 19:55:28.785547+00:00
110,281,CHECKING,2025-06-29,2026-06-29,19,11.0,6.0,2.0,10457.05,8038.3,68.03,950.6409090909091,1339.7166666666667,9592.99,7670.93,11,UTILITIES,0.0,26.32,42.11,21.05,30,2026-06-29 19:55:28.785547+00:00
115,291,CREDIT,2025-06-29,2026-06-29,41,19.0,16.0,6.0,17024.8,2299.19,180.78,896.0421052631579,143.699375,8291.33,327.4,15,UTILITIES,12.2,34.15,21.95,12.2,24,2026-06-29 19:55:28.785547+00:00
118,300,CHECKING,2025-06-29,2026-06-29,30,19.0,10.0,1.0,2676.25,1265.93,41.42,140.85526315789474,126.593,370.23,240.2,18,UTILITIES,26.67,20.0,30.0,10.0,3,2026-06-29 19:55:28.785547+00:00
124,314,LOAN,2025-06-29,2026-06-29,56,25.0,26.0,5.0,3339.44,2644.72,152.61,133.5776,101.72,463.92,257.55,23,GROCERY,12.5,35.71,25.0,12.5,0,2026-06-29 19:55:28.785547+00:00
125,316,CREDIT,2025-06-29,2026-06-29,68,20.0,39.0,9.0,2026.96,15842.32,269.93,101.348,406.2133333333333,274.06,9807.56,14,TRAVEL,11.76,39.71,20.59,19.12,7,2026-06-29 19:55:28.785547+00:00
126,320,LOAN,2025-06-29,2026-06-29,51,21.0,26.0,4.0,9479.41,10793.76,84.93,451.4004761904762,415.1446153846154,7664.6,7895.42,19,TRAVEL,25.49,29.41,17.65,15.69,8,2026-06-29 19:55:28.785547+00:00
127,323,CREDIT,2025-06-29,2026-06-29,24,12.0,9.0,3.0,1572.07,1474.57,62.67,131.00583333333333,163.8411111111111,300.39,246.82,12,RETAIL,8.33,20.83,20.83,16.67,78,2026-06-29 19:55:28.785547+00:00
128,324,CREDIT,2025-06-29,2026-06-29,30,12.0,14.0,4.0,1396.83,8559.39,114.95,116.4025,611.385,262.55,6605.54,11,GROCERY,16.67,26.67,23.33,26.67,9,2026-06-29 19:55:28.785547+00:00
129,329,CREDIT,2025-06-29,2026-06-29,37,16.0,17.0,4.0,9348.04,1424.19,129.38,584.2525,83.77588235294118,6693.81,143.57,14,GAS_STATION,27.03,32.43,21.62,8.11,43,2026-06-29 19:55:28.785547+00:00
130,334,CREDIT,2025-06-29,2026-06-29,73,33.0,35.0,5.0,4510.39,23480.68,104.08,136.67848484848486,670.8765714285714,428.76,9929.78,28,UTILITIES,19.18,27.4,17.81,15.07,4,2026-06-29 19:55:28.785547+00:00
131,338,CHECKING,2025-06-29,2026-06-29,28,18.0,8.0,2.0,2911.03,802.85,63.81,161.7238888888889,100.35625,328.29,175.29,17,RESTAURANT,17.86,35.71,10.71,21.43,48,2026-06-29 19:55:28.785547+00:00
135,345,CHECKING,2025-06-29,2026-06-29,68,38.0,21.0,9.0,4319.95,2670.75,197.73,113.6828947368421,127.17857142857143,546.35,338.87,32,GROCERY,25.0,33.82,17.65,16.18,5,2026-06-29 19:55:28.785547+00:00
137,351,CREDIT,2025-06-29,2026-06-29,68,21.0,37.0,10.0,2055.96,13070.34,324.65,97.90285714285714,353.25243243243244,266.94,8876.04,19,UTILITIES,17.65,26.47,14.71,26.47,2,2026-06-29 19:55:28.785547+00:00
138,354,CHECKING,2025-06-29,2026-06-29,64,45.0,12.0,7.0,23782.51,1709.78,221.59,528.5002222222222,142.48166666666665,9727.72,250.76,30,RETAIL,20.31,29.69,25.0,15.63,3,2026-06-29 19:55:28.785547+00:00
