customer_id,segment_name,segment_id,subsegment_id,lifetime_value_score,engagement_score,digital_adoption_score,product_breadth_index,tenure_group,age_group,balance_tier,channel_preference,cross_sell_flag,upsell_flag,retention_risk_flag,model_version,effective_date,load_ts
3544,VALUE_BASIC,4,0,278.99,100.0,0.0,25.0,DEVELOPING (1-3yr),GEN_Z,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3549,GROWING_DIGITAL,3,0,3379.51,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3559,GROWING_DIGITAL,3,0,1898.52,100.0,0.0,50.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3563,ENGAGED_MAINSTREAM,2,0,1154.6,100.0,0.0,100.0,NEW (<1yr),SILENT,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3583,VALUE_BASIC,4,0,1335.42,100.0,0.0,25.0,ESTABLISHED (3-7yr),GEN_X,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3588,ENGAGED_MAINSTREAM,2,0,11341.67,66.67,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3589,GROWING_DIGITAL,3,0,2372.62,100.0,0.0,50.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3590,ENGAGED_MAINSTREAM,2,0,11780.75,100.0,0.0,100.0,LOYAL (7yr+),SILENT,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3601,VALUE_BASIC,4,0,645.77,100.0,0.0,25.0,ESTABLISHED (3-7yr),MILLENNIAL,LOW,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3631,PREMIUM_WEALTH,1,0,9810.6,100.0,0.0,100.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3638,ENGAGED_MAINSTREAM,2,0,14313.73,100.0,0.0,75.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3643,GROWING_DIGITAL,3,0,2194.07,100.0,0.0,25.0,LOYAL (7yr+),SILENT,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3649,VALUE_BASIC,4,0,3933.25,100.0,0.0,25.0,LOYAL (7yr+),SILENT,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3651,GROWING_DIGITAL,3,0,6007.07,100.0,0.0,75.0,ESTABLISHED (3-7yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3669,GROWING_DIGITAL,3,0,3558.77,100.0,0.0,25.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3674,GROWING_DIGITAL,3,0,2096.75,100.0,0.0,50.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3677,GROWING_DIGITAL,3,0,1200.68,100.0,0.0,25.0,ESTABLISHED (3-7yr),MILLENNIAL,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3688,ENGAGED_MAINSTREAM,2,0,9652.22,75.0,0.0,100.0,ESTABLISHED (3-7yr),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3743,PREMIUM_WEALTH,1,0,16957.5,75.0,0.0,100.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3746,PREMIUM_WEALTH,1,0,3094.6,66.67,0.0,75.0,DEVELOPING (1-3yr),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3779,PREMIUM_WEALTH,1,0,19332.57,75.0,0.0,100.0,LOYAL (7yr+),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3795,PREMIUM_WEALTH,1,0,2680.85,66.67,0.0,75.0,DEVELOPING (1-3yr),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3807,GROWING_DIGITAL,3,0,1374.68,100.0,0.0,25.0,ESTABLISHED (3-7yr),GEN_X,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3830,GROWING_DIGITAL,3,0,6415.9,100.0,0.0,50.0,LOYAL (7yr+),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3834,ENGAGED_MAINSTREAM,2,0,5255.01,100.0,0.0,75.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3849,PREMIUM_WEALTH,1,0,6479.0,75.0,0.0,100.0,ESTABLISHED (3-7yr),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3869,GROWING_DIGITAL,3,0,3919.76,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3879,GROWING_DIGITAL,3,0,1910.81,100.0,0.0,50.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3895,ENGAGED_MAINSTREAM,2,0,15400.34,100.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3899,CREDIT_DEPENDENT,0,0,1606.15,0.0,0.0,25.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3919,ENGAGED_MAINSTREAM,2,0,15460.05,100.0,0.0,100.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3923,PREMIUM_WEALTH,1,0,13920.71,66.67,0.0,75.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3945,VALUE_BASIC,4,0,0.0,100.0,0.0,25.0,ESTABLISHED (3-7yr),SILENT,LOW,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3950,PREMIUM_WEALTH,1,0,13258.09,100.0,0.0,75.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3954,ENGAGED_MAINSTREAM,2,0,3311.68,100.0,0.0,100.0,DEVELOPING (1-3yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3955,ENGAGED_MAINSTREAM,2,0,520.79,100.0,0.0,75.0,NEW (<1yr),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3958,PREMIUM_WEALTH,1,0,10674.93,100.0,0.0,100.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3966,PREMIUM_WEALTH,1,0,15461.53,66.67,0.0,75.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3978,PREMIUM_WEALTH,1,0,9412.32,100.0,0.0,100.0,ESTABLISHED (3-7yr),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
3994,GROWING_DIGITAL,3,0,14487.43,100.0,0.0,75.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4000,PREMIUM_WEALTH,1,0,14569.75,75.0,0.0,100.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4011,PREMIUM_WEALTH,1,0,52.21,100.0,0.0,50.0,NEW (<1yr),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4027,VALUE_BASIC,4,0,1587.72,100.0,0.0,50.0,DEVELOPING (1-3yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4039,GROWING_DIGITAL,3,0,7769.22,100.0,0.0,50.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4044,GROWING_DIGITAL,3,0,9520.58,100.0,0.0,50.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4058,GROWING_DIGITAL,3,0,9834.83,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4080,ENGAGED_MAINSTREAM,2,0,13205.01,75.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4083,ENGAGED_MAINSTREAM,2,0,9875.51,100.0,0.0,75.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4125,GROWING_DIGITAL,3,0,4740.02,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4126,ENGAGED_MAINSTREAM,2,0,8412.74,75.0,0.0,100.0,ESTABLISHED (3-7yr),SILENT,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4131,ENGAGED_MAINSTREAM,2,0,2117.71,100.0,0.0,100.0,DEVELOPING (1-3yr),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4140,VALUE_BASIC,4,0,3470.28,100.0,0.0,25.0,LOYAL (7yr+),GEN_X,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4153,ENGAGED_MAINSTREAM,2,0,12165.74,100.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4164,ENGAGED_MAINSTREAM,2,0,2866.86,66.67,0.0,75.0,DEVELOPING (1-3yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4165,PREMIUM_WEALTH,1,0,11587.36,100.0,0.0,100.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4194,GROWING_DIGITAL,3,0,3192.34,100.0,0.0,25.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4205,ENGAGED_MAINSTREAM,2,0,1035.18,100.0,0.0,75.0,DEVELOPING (1-3yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4217,ENGAGED_MAINSTREAM,2,0,8750.0,100.0,0.0,100.0,ESTABLISHED (3-7yr),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4232,PREMIUM_WEALTH,1,0,8951.54,100.0,0.0,75.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4240,GROWING_DIGITAL,3,0,8988.6,100.0,0.0,50.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4242,ENGAGED_MAINSTREAM,2,0,4477.55,100.0,0.0,75.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4260,GROWING_DIGITAL,3,0,3762.69,100.0,0.0,50.0,ESTABLISHED (3-7yr),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4263,ENGAGED_MAINSTREAM,2,0,6249.14,100.0,0.0,75.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4276,GROWING_DIGITAL,3,0,539.42,100.0,0.0,50.0,NEW (<1yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4281,ENGAGED_MAINSTREAM,2,0,13200.18,66.67,0.0,75.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4282,GROWING_DIGITAL,3,0,3724.26,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4295,PREMIUM_WEALTH,1,0,6983.26,66.67,0.0,75.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4304,PREMIUM_WEALTH,1,0,6652.43,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4311,CREDIT_DEPENDENT,0,0,216.32,0.0,0.0,25.0,NEW (<1yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4327,CREDIT_DEPENDENT,0,0,2428.14,0.0,0.0,25.0,LOYAL (7yr+),SILENT,MODERATE,,N,Y,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4330,PREMIUM_WEALTH,1,0,2466.71,100.0,0.0,75.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4331,PREMIUM_WEALTH,1,0,1717.2,100.0,0.0,75.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4337,VALUE_BASIC,4,0,1959.99,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4352,GROWING_DIGITAL,3,0,2908.35,100.0,0.0,50.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4356,GROWING_DIGITAL,3,0,262.05,100.0,0.0,25.0,NEW (<1yr),GEN_X,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4358,PREMIUM_WEALTH,1,0,8315.65,100.0,0.0,100.0,ESTABLISHED (3-7yr),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4368,GROWING_DIGITAL,3,0,1748.72,100.0,0.0,25.0,ESTABLISHED (3-7yr),GEN_Z,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4379,ENGAGED_MAINSTREAM,2,0,7943.06,100.0,0.0,75.0,LOYAL (7yr+),SILENT,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4386,ENGAGED_MAINSTREAM,2,0,1190.15,100.0,0.0,75.0,DEVELOPING (1-3yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4390,CREDIT_DEPENDENT,0,0,6211.12,50.0,0.0,50.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4408,GROWING_DIGITAL,3,0,6610.73,100.0,0.0,50.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4409,GROWING_DIGITAL,3,0,4136.06,100.0,0.0,25.0,LOYAL (7yr+),GEN_X,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4415,PREMIUM_WEALTH,1,0,15198.54,100.0,0.0,100.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4428,ENGAGED_MAINSTREAM,2,0,14213.81,66.67,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4433,ENGAGED_MAINSTREAM,2,0,4484.75,100.0,0.0,75.0,ESTABLISHED (3-7yr),SILENT,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4435,GROWING_DIGITAL,3,0,15180.76,100.0,0.0,75.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4449,PREMIUM_WEALTH,1,0,5193.85,66.67,0.0,75.0,ESTABLISHED (3-7yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4460,PREMIUM_WEALTH,1,0,6191.42,100.0,0.0,75.0,ESTABLISHED (3-7yr),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4484,CREDIT_DEPENDENT,0,0,4749.83,0.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4513,ENGAGED_MAINSTREAM,2,0,4708.17,100.0,0.0,75.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4519,ENGAGED_MAINSTREAM,2,0,14810.27,66.67,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4524,VALUE_BASIC,4,0,1551.64,100.0,0.0,50.0,DEVELOPING (1-3yr),SILENT,MODERATE,,N,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4530,GROWING_DIGITAL,3,0,1634.06,100.0,0.0,25.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4531,PREMIUM_WEALTH,1,0,14270.09,100.0,0.0,75.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4532,VALUE_BASIC,4,0,1403.89,100.0,0.0,25.0,ESTABLISHED (3-7yr),MILLENNIAL,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4549,ENGAGED_MAINSTREAM,2,0,9929.15,100.0,0.0,100.0,ESTABLISHED (3-7yr),SILENT,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4558,PREMIUM_WEALTH,1,0,8150.74,100.0,0.0,75.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4571,CREDIT_DEPENDENT,0,0,8098.67,50.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4578,VALUE_BASIC,4,0,7717.24,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,MODERATE,,N,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4587,GROWING_DIGITAL,3,0,326.62,100.0,0.0,25.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4595,GROWING_DIGITAL,3,0,611.78,100.0,0.0,25.0,DEVELOPING (1-3yr),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4622,PREMIUM_WEALTH,1,0,9270.21,100.0,0.0,75.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4624,CREDIT_DEPENDENT,0,0,3852.51,50.0,0.0,50.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4629,PREMIUM_WEALTH,1,0,14521.41,100.0,0.0,75.0,LOYAL (7yr+),GEN_Z,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4632,PREMIUM_WEALTH,1,0,6659.17,100.0,0.0,75.0,ESTABLISHED (3-7yr),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4638,ENGAGED_MAINSTREAM,2,0,7547.47,100.0,0.0,100.0,ESTABLISHED (3-7yr),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4645,GROWING_DIGITAL,3,0,1957.92,100.0,0.0,25.0,ESTABLISHED (3-7yr),MILLENNIAL,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4660,GROWING_DIGITAL,3,0,510.4,100.0,0.0,50.0,NEW (<1yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4677,CREDIT_DEPENDENT,0,0,3043.82,0.0,0.0,50.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4685,PREMIUM_WEALTH,1,0,18288.25,100.0,0.0,100.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4689,ENGAGED_MAINSTREAM,2,0,11343.23,66.67,0.0,75.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4715,PREMIUM_WEALTH,1,0,5769.95,75.0,0.0,100.0,ESTABLISHED (3-7yr),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4725,GROWING_DIGITAL,3,0,11639.89,100.0,0.0,75.0,LOYAL (7yr+),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4729,ENGAGED_MAINSTREAM,2,0,2804.71,75.0,0.0,100.0,DEVELOPING (1-3yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4733,GROWING_DIGITAL,3,0,2855.87,100.0,0.0,50.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4740,VALUE_BASIC,4,0,1512.97,100.0,0.0,25.0,LOYAL (7yr+),MILLENNIAL,LOW,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4748,ENGAGED_MAINSTREAM,2,0,11037.42,100.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4750,PREMIUM_WEALTH,1,0,21015.13,75.0,0.0,100.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4761,PREMIUM_WEALTH,1,0,4791.88,100.0,0.0,50.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4764,VALUE_BASIC,4,0,3930.07,100.0,0.0,25.0,LOYAL (7yr+),GEN_X,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4779,PREMIUM_WEALTH,1,0,17704.17,100.0,0.0,100.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4783,PREMIUM_WEALTH,1,0,1639.82,66.67,0.0,75.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4798,ENGAGED_MAINSTREAM,2,0,1001.63,100.0,0.0,75.0,DEVELOPING (1-3yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4821,GROWING_DIGITAL,3,0,10093.4,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4890,GROWING_DIGITAL,3,0,3817.6,100.0,0.0,50.0,ESTABLISHED (3-7yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4896,GROWING_DIGITAL,3,0,1517.26,100.0,0.0,25.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4904,VALUE_BASIC,4,0,2615.94,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4908,GROWING_DIGITAL,3,0,3495.69,100.0,0.0,50.0,ESTABLISHED (3-7yr),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4913,VALUE_BASIC,4,0,729.13,100.0,0.0,25.0,DEVELOPING (1-3yr),MILLENNIAL,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4922,ENGAGED_MAINSTREAM,2,0,19329.43,100.0,0.0,100.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4926,GROWING_DIGITAL,3,0,2902.9,100.0,0.0,50.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
4941,ENGAGED_MAINSTREAM,2,0,16556.79,100.0,0.0,100.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
